id,model_year,make,model,body_style,segment,fuel_type,city_mpg,highway_mpg,horsepower,engine_cylinders,engine_displacement_L,curb_weight_lbs,msrp_usd,transmission,drive_type,country_of_origin,safety_rating,reliability_score,highway_to_city_ratio
181,2003,Audi,Q8,SUV,Full-size Luxury SUV,Gasoline,14.0,19.0,401,8,4.5,5723,99326,Automatic,RWD,Germany,5,8.4,1.357
182,2018,Kia,Niro,Hatchback,Compact,Gasoline,26.0,34.0,148,4,1.7,3236,25772,Automatic,AWD,South Korea,4,8.5,1.308
183,2005,Jeep,Grand Wagoneer,SUV,Midsize SUV,Gasoline,20.0,26.0,199,4,1.6,4354,41948,Automatic,FWD,USA,5,5.3,1.3
184,2004,Toyota,4Runner,SUV,Midsize SUV,Gasoline,19.0,25.0,245,6,2.9,4046,44027,Automatic,4WD,Japan,3,8.4,1.316
185,2009,Toyota,Highlander,SUV,Midsize SUV,Gasoline,22.0,27.0,249,6,3.0,3782,45067,Automatic,AWD,Japan,4,3.1,1.227
186,2024,Mazda,CX-5,SUV,Midsize SUV,Gasoline,22.0,28.0,241,4,1.5,4094,52451,Automatic,AWD,Japan,4,10.0,1.273
187,2006,Honda,Pilot,SUV,Midsize SUV,Hybrid,32.0,42.0,213,4,1.6,4019,46202,Automatic,AWD,Japan,5,5.5,1.312
188,2022,Mercedes-Benz,A-Class,Hatchback,Subcompact Luxury,Gasoline,27.0,33.0,181,4,1.8,3592,38668,Manual,RWD,Germany,5,7.3,1.222
189,2022,Hyundai,Sonata,Sedan,Midsize,Gasoline,28.0,38.0,227,6,2.9,3521,34359,Automatic,AWD,South Korea,4,5.5,1.357
190,2016,Chevrolet,Suburban,SUV,Full-size SUV,Gasoline,18.0,22.0,335,8,4.4,5425,75854,Automatic,RWD,USA,5,7.6,1.222
191,2017,Volkswagen,Tiguan,SUV,Midsize SUV,Gasoline,24.0,29.0,249,6,3.2,4056,49797,Automatic,RWD,Germany,5,9.5,1.208
192,2020,Ford,Mustang,Coupe,Sports,Hybrid,29.0,34.0,330,8,4.7,3349,42801,Automatic,FWD,USA,5,7.5,1.172
193,2008,Kia,Forte,Sedan,Midsize,Gasoline,25.0,31.0,176,4,1.6,3598,31325,Automatic,AWD,South Korea,5,6.9,1.24
194,2006,Honda,Civic,Sedan,Compact,Gasoline,28.0,34.0,127,4,1.8,2965,26980,Manual,RWD,Japan,5,7.6,1.214
195,2007,Dodge,Challenger,Coupe,Compact,Gasoline,31.0,37.0,167,4,1.7,2986,24183,Automatic,FWD,USA,5,7.3,1.194
196,2019,Volvo,XC90,SUV,Midsize SUV,Electric,,,289,0,0.0,4195,46091,Automatic,RWD,Sweden,5,8.7,
197,2002,GMC,Canyon,Truck,Midsize Truck,Gasoline,20.0,26.0,268,4,1.7,4373,31454,Automatic,4WD,USA,5,5.8,1.3
198,2006,Toyota,Tacoma,Truck,Midsize Truck,Gasoline,18.0,24.0,261,4,1.6,4564,35922,Automatic,AWD,Japan,5,7.5,1.333
199,2012,Subaru,Impreza,Sedan,Midsize,Gasoline,25.0,33.0,213,4,1.6,3829,34897,Automatic,AWD,Japan,4,10.0,1.32
200,2009,Jeep,Commander,SUV,Midsize SUV,Gasoline,20.0,26.0,226,6,3.1,3891,45925,Automatic,FWD,USA,3,8.4,1.3
201,2017,Audi,A6,Sedan,Midsize Luxury,Gasoline,21.0,28.0,351,8,4.4,3968,79995,Automatic,AWD,Germany,4,8.2,1.333
202,2001,Tesla,Cybertruck,Truck,Full-size Truck,Electric,,,793,0,0.0,5480,46986,Automatic,4WD,USA,5,9.8,
203,2011,Mercedes-Benz,CLA,Sedan,Compact Luxury,Diesel,25.0,31.0,249,6,3.1,3369,53817,Automatic,AWD,Germany,4,5.8,1.24
204,2020,Hyundai,Genesis,Sedan,Midsize,Gasoline,29.0,37.0,188,4,1.6,3495,33749,Automatic,AWD,South Korea,5,6.8,1.276
205,2023,Honda,Pilot,SUV,Midsize SUV,Hybrid,39.0,46.0,232,4,1.6,4282,47720,Manual,AWD,Japan,5,9.6,1.179
206,2010,Ram,2500,Truck,Midsize Truck,Gasoline,19.0,24.0,262,4,1.6,4343,39817,Automatic,4WD,USA,5,7.2,1.263
207,2002,Ford,Bronco,SUV,Midsize SUV,Hybrid,35.0,44.0,195,4,1.7,4289,38775,Automatic,FWD,USA,5,7.6,1.257
208,2023,Dodge,Journey,SUV,Midsize SUV,Gasoline,26.0,35.0,231,6,3.1,4122,54727,Automatic,AWD,USA,5,7.8,1.346
209,2023,Toyota,Prius,Hatchback,Compact,Hybrid,46.0,57.0,171,4,1.6,3029,34889,Automatic,FWD,Japan,3,7.8,1.239
210,2011,Ram,1500 Classic,Truck,Midsize Truck,Gasoline,24.0,33.0,273,4,1.5,4545,39426,Automatic,4WD,USA,4,6.4,1.375
211,2012,Hyundai,Palisade,SUV,Midsize SUV,Hybrid,33.0,40.0,240,4,1.8,4201,41549,Automatic,RWD,South Korea,4,8.5,1.212
212,2009,Audi,Q8,SUV,Full-size Luxury SUV,Gasoline,17.0,21.0,433,8,4.5,5880,91127,Automatic,FWD,Germany,4,5.4,1.235
213,2012,Nissan,Murano,SUV,Midsize SUV,Gasoline,24.0,32.0,231,6,3.2,4326,46937,Automatic,AWD,Japan,4,7.8,1.333
214,2024,Toyota,Camry,Sedan,Midsize,Gasoline,27.0,33.0,205,4,1.5,3327,42795,Automatic,FWD,Japan,4,6.9,1.222
215,2002,GMC,Acadia,SUV,Midsize SUV,Gasoline,25.0,30.0,254,6,3.0,4289,40268,Automatic,RWD,USA,4,7.7,1.2
216,2004,Hyundai,Ioniq,Hatchback,Compact,Gasoline,29.0,38.0,125,4,1.5,2906,20948,Automatic,FWD,South Korea,4,8.5,1.31
217,2020,Lexus,GX,SUV,Midsize SUV,Hybrid,36.0,48.0,172,4,1.7,3941,50654,Manual,FWD,Japan,4,8.1,1.333
218,2024,Nissan,Altima,Sedan,Midsize,Gasoline,29.0,35.0,221,4,1.6,3486,41014,Automatic,AWD,Japan,3,7.4,1.207
219,2012,Nissan,Titan,Truck,Midsize Truck,Gasoline,26.0,32.0,241,6,3.1,4514,43582,Automatic,FWD,Japan,5,5.7,1.231
220,2017,Audi,Q8,SUV,Full-size Luxury SUV,Gasoline,15.0,18.0,435,6,3.1,5816,110636,Automatic,4WD,Germany,4,7.7,1.2
221,2001,Mercedes-Benz,A-Class,Hatchback,Subcompact Luxury,Gasoline,27.0,33.0,200,6,3.1,3387,37942,Automatic,RWD,Germany,5,6.8,1.222
222,2020,Mercedes-Benz,GLA,SUV,Subcompact Luxury SUV,Gasoline,27.0,35.0,234,6,3.0,3967,43645,Automatic,FWD,Germany,4,9.5,1.296
223,2012,Toyota,Sequoia,SUV,Full-size SUV,Gasoline,17.0,23.0,331,6,2.9,5281,75349,Automatic,AWD,Japan,4,8.4,1.353
224,2014,Chevrolet,Tahoe,SUV,Full-size SUV,Gasoline,17.0,21.0,317,8,4.4,5574,59525,Automatic,RWD,USA,5,5.2,1.235
225,2012,Ram,ProMaster,Van,Compact,Gasoline,28.0,36.0,148,4,1.5,3290,28196,Automatic,FWD,USA,5,7.8,1.286
226,2002,Hyundai,Tucson,SUV,Midsize SUV,Hybrid,33.0,40.0,197,4,1.4,4328,35536,Automatic,RWD,South Korea,5,6.6,1.212
227,2005,Ram,1500 Classic,Truck,Midsize Truck,Gasoline,21.0,25.0,255,6,3.1,4535,37089,Automatic,AWD,USA,3,4.9,1.19
228,2011,BMW,3 Series,Sedan,Compact Luxury,Gasoline,23.0,29.0,245,6,3.0,3883,45566,Automatic,AWD,Germany,4,7.8,1.261
229,2012,Honda,HR-V,SUV,Subcompact SUV,Gasoline,25.0,30.0,138,4,1.6,2877,32444,Automatic,RWD,Japan,3,6.4,1.2
230,2001,Hyundai,Genesis,Sedan,Midsize,Gasoline,26.0,35.0,181,4,1.5,3426,33285,Automatic,AWD,South Korea,3,9.1,1.346
231,2013,Jeep,Commander,SUV,Midsize SUV,Gasoline,21.0,27.0,183,4,1.7,4115,45339,Manual,AWD,USA,5,9.7,1.286
232,2003,Tesla,Model Y,SUV,Compact Luxury SUV,Electric,,,268,0,0.0,4207,58422,Automatic,4WD,USA,5,7.0,
233,2013,BMW,3 Series,Sedan,Compact Luxury,Gasoline,27.0,37.0,252,6,2.9,3335,48981,Automatic,AWD,Germany,3,5.7,1.37
234,2014,Hyundai,Venue,SUV,Midsize SUV,Gasoline,22.0,29.0,209,6,3.0,3930,48277,Automatic,AWD,South Korea,5,8.1,1.318
235,2009,Volvo,XC60,SUV,Midsize SUV,Electric,,,344,0,0.0,3819,41372,Automatic,RWD,Sweden,3,7.4,
236,2022,Tesla,Roadster,Convertible,Sports Luxury,Electric,,,1016,0,0.0,3536,114082,Automatic,FWD,USA,5,8.4,
237,2000,Hyundai,Palisade,SUV,Midsize SUV,Hybrid,33.0,41.0,204,4,1.6,3791,44526,Automatic,FWD,South Korea,5,4.9,1.242
238,2019,Hyundai,Accent,Sedan,Midsize,Gasoline,29.0,35.0,203,6,3.0,3861,40524,Automatic,FWD,South Korea,3,4.5,1.207
239,2004,Lexus,UX,SUV,Midsize SUV,Hybrid,33.0,40.0,218,4,1.4,4289,35846,Automatic,FWD,Japan,5,7.1,1.212
240,2020,Lexus,UX,SUV,Midsize SUV,Gasoline,27.0,36.0,231,6,3.1,4331,52169,Automatic,4WD,Japan,5,10.0,1.333
241,2009,Hyundai,Tucson,SUV,Midsize SUV,Gasoline,21.0,27.0,232,4,1.6,4484,46723,Automatic,RWD,South Korea,5,10.0,1.286
242,2004,Toyota,4Runner,SUV,Midsize SUV,Gasoline,18.0,23.0,237,6,3.0,4108,38774,Manual,FWD,Japan,4,5.2,1.278
243,2009,Audi,Q8,SUV,Full-size Luxury SUV,Diesel,16.0,21.0,420,8,4.4,6572,107097,Automatic,FWD,Germany,4,7.9,1.312
244,2008,Hyundai,Palisade,SUV,Midsize SUV,Hybrid,34.0,45.0,251,4,1.7,4014,48940,Automatic,RWD,South Korea,5,9.6,1.324
245,2020,BMW,3 Series,Sedan,Compact Luxury,Gasoline,27.0,34.0,257,4,1.6,3559,53669,Automatic,RWD,Germany,5,6.7,1.259
246,2005,Mercedes-Benz,G-Class,SUV,Full-size Luxury SUV,Gasoline,13.0,15.0,433,6,3.2,5911,104134,Automatic,4WD,Germany,5,6.4,1.154
247,2010,Kia,Carnival,Minivan,Compact,Hybrid,42.0,57.0,166,4,1.6,2705,26693,Manual,FWD,South Korea,4,7.8,1.357
248,2009,Jeep,Commander,SUV,Midsize SUV,Gasoline,23.0,27.0,231,4,1.4,4013,49506,Manual,4WD,USA,4,10.0,1.174
249,2015,Mercedes-Benz,E-Class,Sedan,Midsize Luxury,Gasoline,22.0,29.0,323,6,3.0,4159,74807,Automatic,AWD,Germany,4,6.0,1.318
250,2012,Ram,ProMaster,Van,Compact,Gasoline,30.0,36.0,157,4,1.7,3283,29333,Automatic,AWD,USA,3,7.6,1.2
251,2022,Nissan,Pathfinder,SUV,Midsize SUV,Gasoline,23.0,29.0,239,4,1.6,4074,48996,Automatic,FWD,Japan,4,7.2,1.261
252,2024,Dodge,Dart,Sedan,Midsize,Gasoline,27.0,33.0,227,4,1.6,3298,35009,Automatic,AWD,USA,5,9.9,1.222
253,2022,Honda,Odyssey,Minivan,Minivan,Hybrid,32.0,42.0,182,4,1.5,4437,46443,Automatic,FWD,Japan,5,9.8,1.312
254,2012,Ram,ProMaster,Van,Compact,Gasoline,29.0,37.0,139,4,1.6,3118,25189,Automatic,AWD,USA,5,5.5,1.276
255,2022,Tesla,Cybertruck,Truck,Full-size Truck,Electric,,,836,0,0.0,5886,50914,Automatic,AWD,USA,4,7.9,
256,2024,Tesla,Model Y,SUV,Compact Luxury SUV,Electric,,,265,0,0.0,3980,61395,Automatic,FWD,USA,4,9.3,
257,2006,Mazda,CX-3,SUV,Midsize SUV,Gasoline,22.0,29.0,224,6,2.9,4416,38302,Automatic,AWD,Japan,5,8.4,1.318
258,2009,Nissan,Kicks,SUV,Midsize SUV,Gasoline,23.0,29.0,234,4,1.7,4172,46711,Automatic,AWD,Japan,3,6.4,1.261
259,2004,Ford,F-150,Truck,Full-size Truck,Gasoline,14.0,19.0,419,8,4.6,5562,50062,Automatic,RWD,USA,4,4.8,1.357
260,2020,Dodge,Viper,Coupe,Compact,Gasoline,31.0,37.0,152,4,1.7,3034,28737,Automatic,AWD,USA,5,7.2,1.194
261,2012,Mercedes-Benz,AMG GT,Coupe,Sports Luxury,Gasoline,16.0,22.0,530,10,5.8,3639,102316,Automatic,RWD,Germany,4,9.5,1.375
262,2024,Toyota,Sienna,Minivan,Minivan,Gasoline,23.0,32.0,193,4,1.4,4240,40776,Automatic,FWD,Japan,4,7.2,1.391
263,2017,Jeep,Cherokee,SUV,Midsize SUV,Gasoline,26.0,32.0,238,4,1.4,4327,43038,Automatic,4WD,USA,4,7.2,1.231
264,2012,Mazda,CX-50,SUV,Midsize SUV,Gasoline,25.0,30.0,201,4,1.7,4189,41056,Automatic,AWD,Japan,3,6.2,1.2
265,2017,Ram,1500,Truck,Midsize Truck,Gasoline,22.0,29.0,268,4,1.5,4375,43227,Automatic,FWD,USA,4,8.5,1.318
266,2017,GMC,Envoy,SUV,Midsize SUV,Gasoline,24.0,31.0,224,6,3.1,3914,45139,Automatic,FWD,USA,5,9.2,1.292
267,2001,Volkswagen,Tiguan,SUV,Midsize SUV,Gasoline,18.0,24.0,222,4,1.6,3971,36111,Manual,RWD,Germany,4,7.9,1.333
268,2024,Subaru,Forester,SUV,Midsize SUV,Gasoline,23.0,27.0,212,4,1.6,3878,55687,Manual,4WD,Japan,5,5.9,1.174
269,2023,Toyota,Sienna,Minivan,Minivan,Gasoline,20.0,26.0,194,4,1.5,4709,51178,Automatic,FWD,Japan,5,8.5,1.3
270,2010,Tesla,Cybertruck,Truck,Full-size Truck,Electric,,,821,0,0.0,5402,56696,Automatic,4WD,USA,4,7.5,
271,2014,Subaru,Ascent,SUV,Midsize SUV,Gasoline,25.0,34.0,247,6,3.0,3716,50281,Manual,4WD,Japan,4,6.6,1.36
272,2022,Volkswagen,Passat,Sedan,Midsize,Diesel,32.0,44.0,206,6,3.0,3724,39052,Automatic,AWD,Germany,5,5.0,1.375
273,2013,Mazda,MX-5,Convertible,Compact,Gasoline,28.0,34.0,150,4,1.5,3035,29051,Automatic,RWD,Japan,5,7.8,1.214
274,2024,Kia,Telluride,SUV,Midsize SUV,Gasoline,24.0,30.0,205,4,1.6,4181,49162,Automatic,FWD,South Korea,5,5.6,1.25
275,2012,Ford,Bronco,SUV,Midsize SUV,Hybrid,39.0,49.0,211,6,3.0,4069,42191,Manual,RWD,USA,5,9.5,1.256
276,2017,Volkswagen,GTI,Hatchback,Compact,Diesel,33.0,43.0,161,4,1.6,2590,29951,Automatic,FWD,Germany,5,8.4,1.303
277,2001,Honda,Ridgeline,Truck,Midsize Truck,Gasoline,19.0,23.0,275,6,3.0,4512,35497,Automatic,4WD,Japan,5,5.4,1.211
278,2009,Tesla,Roadster,Convertible,Sports Luxury,Electric,,,970,0,0.0,3439,84054,Automatic,RWD,USA,5,7.6,
279,2002,Mercedes-Benz,G-Class,SUV,Full-size Luxury SUV,Diesel,19.0,24.0,442,8,4.6,5557,90782,Automatic,RWD,Germany,5,9.4,1.263
280,2021,Toyota,Corolla,Sedan,Compact,Hybrid,39.0,50.0,178,4,1.4,2944,31382,Automatic,FWD,Japan,4,4.9,1.282
281,2000,Mazda,MX-5,Convertible,Compact,Gasoline,25.0,32.0,142,4,1.7,3016,21474,Automatic,FWD,Japan,4,9.3,1.28
282,2006,Toyota,Corolla,Sedan,Compact,Gasoline,27.0,37.0,139,4,1.4,3142,28125,Automatic,AWD,Japan,5,7.0,1.37
283,2000,Chevrolet,Malibu,Sedan,Midsize,Gasoline,25.0,30.0,179,4,1.7,3566,25231,Automatic,RWD,USA,4,6.0,1.2
284,2012,Subaru,Outback,Wagon,Compact,Gasoline,29.0,37.0,133,4,1.6,2884,28303,Automatic,AWD,Japan,5,5.5,1.276
285,2021,Honda,HR-V,SUV,Subcompact SUV,Gasoline,27.0,37.0,130,4,1.7,2726,28064,Automatic,4WD,Japan,4,5.4,1.37
286,2020,Mazda,MX-5,Convertible,Compact,Gasoline,32.0,40.0,194,4,1.7,2761,33382,Automatic,AWD,Japan,4,5.9,1.25
287,2018,Ford,F-150,Truck,Full-size Truck,Hybrid,21.0,26.0,377,8,4.2,5595,50327,Manual,4WD,USA,4,8.0,1.238
288,2005,Audi,Q5,SUV,Compact Luxury SUV,Diesel,30.0,40.0,305,8,4.4,3687,55805,Automatic,4WD,Germany,5,7.0,1.333
289,2011,Dodge,Dart,Sedan,Midsize,Gasoline,26.0,32.0,177,4,1.6,3618,33460,Automatic,AWD,USA,4,5.8,1.231
290,2013,Volkswagen,ID.4,SUV,Midsize SUV,Gasoline,21.0,25.0,226,6,3.0,4241,49218,Automatic,RWD,Germany,4,8.9,1.19
291,2015,Volkswagen,Golf,Hatchback,Compact,Diesel,36.0,43.0,170,4,1.8,3028,30922,Automatic,AWD,Germany,5,8.0,1.194
292,2020,Toyota,Sienna,Minivan,Minivan,Gasoline,22.0,29.0,169,4,1.6,4237,41106,Manual,AWD,Japan,4,7.9,1.318
293,2012,BMW,M3,Sedan,Sports Luxury,Gasoline,21.0,28.0,539,8,4.5,3857,88414,Automatic,AWD,Germany,5,8.2,1.333
294,2004,Mercedes-Benz,G-Class,SUV,Full-size Luxury SUV,Gasoline,12.0,14.0,398,6,3.0,5695,94220,Automatic,RWD,Germany,4,5.8,1.167
295,2007,Hyundai,Palisade,SUV,Midsize SUV,Gasoline,21.0,28.0,202,4,1.7,3758,37453,Automatic,AWD,South Korea,5,4.7,1.333
296,2017,Hyundai,Genesis,Sedan,Midsize,Gasoline,27.0,34.0,174,4,1.6,3684,33575,Manual,FWD,South Korea,5,7.1,1.259
297,2015,Volkswagen,ID.4,SUV,Midsize SUV,Gasoline,23.0,31.0,226,6,3.0,3965,43917,Automatic,FWD,Germany,5,8.4,1.348
298,2023,Ram,3500,Truck,Midsize Truck,Gasoline,19.0,24.0,257,4,1.5,4518,41021,Automatic,4WD,USA,4,6.3,1.263
299,2018,Lexus,RX,SUV,Midsize SUV,Gasoline,25.0,30.0,234,4,1.6,4361,55187,Automatic,FWD,Japan,5,7.9,1.2
300,2005,Dodge,Neon,Sedan,Midsize,Gasoline,29.0,39.0,158,4,1.6,3289,32444,Automatic,AWD,USA,5,6.6,1.345
301,2018,GMC,Sonoma,Truck,Midsize Truck,Gasoline,22.0,26.0,288,6,3.2,4616,45840,Automatic,4WD,USA,4,7.2,1.182
302,2024,Mazda,Mazda2,Hatchback,Compact,Gasoline,30.0,36.0,133,4,1.6,2736,34746,Automatic,RWD,Japan,5,7.5,1.2
303,2022,Volkswagen,Jetta,Sedan,Midsize,Diesel,28.0,36.0,216,4,1.5,3521,37524,Automatic,FWD,Germany,5,9.3,1.286
304,2008,Mazda,CX-50,SUV,Midsize SUV,Gasoline,24.0,28.0,223,4,1.5,4076,40075,Automatic,RWD,Japan,4,7.3,1.167
305,2020,BMW,X1,SUV,Subcompact Luxury SUV,Diesel,29.0,37.0,249,6,3.1,3393,51783,Automatic,RWD,Germany,4,5.9,1.276
306,2011,Kia,Niro,Hatchback,Compact,Electric,,,287,0,0.0,3064,27623,Automatic,RWD,South Korea,5,4.6,
307,2006,Mercedes-Benz,E-Class,Sedan,Midsize Luxury,Diesel,25.0,32.0,338,6,2.9,3897,63013,Automatic,AWD,Germany,5,5.5,1.28
308,2008,Chevrolet,Equinox,SUV,Compact SUV,Gasoline,26.0,33.0,139,4,1.7,3196,34976,Automatic,AWD,USA,5,6.9,1.269
309,2014,Mercedes-Benz,CLA,Sedan,Compact Luxury,Gasoline,26.0,35.0,282,4,1.6,3588,54100,Automatic,RWD,Germany,4,8.4,1.346
310,2011,Hyundai,Accent,Sedan,Midsize,Electric,,,300,0,0.0,3389,28855,Automatic,FWD,South Korea,5,8.1,
311,2011,Mazda,RX-8,Coupe,Compact,Gasoline,30.0,39.0,146,4,1.8,3257,26974,Automatic,RWD,Japan,5,5.8,1.3
312,2016,Subaru,Forester,SUV,Midsize SUV,Gasoline,22.0,30.0,238,6,3.1,3858,52349,Automatic,RWD,Japan,5,7.1,1.364
313,2015,Volvo,XC90,SUV,Midsize SUV,Gasoline,23.0,31.0,247,6,3.2,4157,46723,Automatic,AWD,Sweden,5,7.4,1.348
314,2002,Jeep,Gladiator,Truck,Midsize Truck,Gasoline,21.0,29.0,242,6,3.1,4527,38203,Automatic,4WD,USA,4,9.8,1.381
315,2006,Nissan,Frontier,Truck,Midsize Truck,Gasoline,21.0,27.0,277,4,1.6,4552,37766,Automatic,AWD,Japan,5,7.1,1.286
316,2019,Dodge,Dart,Sedan,Midsize,Gasoline,27.0,35.0,236,6,2.7,3460,41549,Automatic,FWD,USA,5,7.7,1.296
317,2016,BMW,3 Series,Sedan,Compact Luxury,Gasoline,23.0,29.0,259,4,1.7,3360,52973,Automatic,RWD,Germany,4,9.7,1.261
318,2003,Jeep,Liberty,SUV,Midsize SUV,Gasoline,22.0,27.0,229,6,3.0,4001,42248,Automatic,RWD,USA,4,9.2,1.227
319,2024,Ram,1500 Classic,Truck,Midsize Truck,Gasoline,21.0,27.0,287,4,1.5,3998,48927,Automatic,4WD,USA,5,8.1,1.286
320,2000,BMW,4 Series,Coupe,Compact Luxury,Gasoline,22.0,28.0,276,6,3.0,3916,44042,Automatic,RWD,Germany,3,6.3,1.273
321,2006,Mercedes-Benz,C-Class,Sedan,Compact Luxury,Gasoline,21.0,27.0,255,6,3.1,3504,45012,Automatic,RWD,Germany,5,8.5,1.286
322,2005,Volvo,V40,Hatchback,Compact,Hybrid,42.0,53.0,136,4,1.6,2895,23515,Automatic,AWD,Sweden,5,4.4,1.262
323,2013,Mercedes-Benz,A-Class,Hatchback,Subcompact Luxury,Diesel,30.0,41.0,168,4,1.6,3361,37247,Automatic,RWD,Germany,5,5.0,1.367
324,2016,Volkswagen,GTI,Hatchback,Compact,Gasoline,32.0,41.0,154,4,1.6,3139,31702,Automatic,FWD,Germany,4,5.3,1.281
325,2003,Jeep,Grand Cherokee,SUV,Midsize SUV,Gasoline,24.0,29.0,212,4,1.5,4131,36182,Automatic,AWD,USA,5,8.5,1.208
326,2014,Nissan,Frontier,Truck,Midsize Truck,Gasoline,20.0,24.0,254,4,1.5,4479,37851,Automatic,FWD,Japan,5,5.0,1.2
327,2005,BMW,2 Series,Coupe,Subcompact Luxury,Diesel,29.0,38.0,161,4,1.6,2975,36871,Automatic,RWD,Germany,4,7.6,1.31
328,2013,Kia,Optima,Sedan,Midsize,Hybrid,41.0,50.0,215,4,1.5,3516,29528,Manual,RWD,South Korea,4,8.9,1.22
329,2019,Ram,3500,Truck,Midsize Truck,Gasoline,22.0,27.0,245,4,1.5,4658,38199,Automatic,RWD,USA,5,7.6,1.227
330,2024,Nissan,Maxima,Sedan,Midsize,Gasoline,29.0,39.0,190,4,1.6,3349,38227,Manual,FWD,Japan,4,4.8,1.345
331,2019,Honda,Passport,SUV,Midsize SUV,Gasoline,23.0,28.0,257,4,1.6,4163,45694,Automatic,FWD,Japan,4,7.3,1.217
332,2000,Chevrolet,Malibu,Sedan,Midsize,Gasoline,26.0,32.0,154,4,1.5,3668,30494,Automatic,FWD,USA,5,7.5,1.231
333,2008,BMW,3 Series,Sedan,Compact Luxury,Gasoline,26.0,32.0,261,4,1.4,3800,43116,Automatic,AWD,Germany,4,8.6,1.231
334,2014,Ford,Escape,SUV,Compact SUV,Gasoline,26.0,33.0,189,4,1.6,3374,34280,Automatic,AWD,USA,5,6.3,1.269
335,2003,Mazda,Mazda2,Hatchback,Compact,Gasoline,26.0,33.0,148,4,1.6,3380,26943,Automatic,RWD,Japan,4,8.1,1.269
336,2007,Honda,Ridgeline,Truck,Midsize Truck,Gasoline,22.0,30.0,236,4,1.6,4350,32789,Automatic,FWD,Japan,5,8.0,1.364
337,2011,Ford,F-150,Truck,Full-size Truck,Gasoline,16.0,19.0,351,8,4.7,5661,54882,Automatic,4WD,USA,3,5.8,1.188
338,2015,Hyundai,Elantra,Sedan,Midsize,Electric,,,333,0,0.0,3266,35227,Automatic,AWD,South Korea,4,6.8,
339,2019,GMC,Yukon,SUV,Midsize SUV,Gasoline,25.0,32.0,250,6,2.9,4205,42980,Automatic,RWD,USA,5,9.0,1.28
340,2007,Volkswagen,GTI,Hatchback,Compact,Gasoline,26.0,34.0,134,4,1.5,2891,25021,Automatic,AWD,Germany,4,8.7,1.308
341,2010,Ram,1500 Classic,Truck,Midsize Truck,Gasoline,23.0,27.0,281,4,1.6,4616,34614,Automatic,AWD,USA,3,6.6,1.174
342,2019,Dodge,Caliber,Hatchback,Compact,Gasoline,28.0,36.0,167,4,1.6,3142,32688,Automatic,FWD,USA,4,7.3,1.286
343,2017,Ford,Ranger,Truck,Midsize Truck,Hybrid,33.0,39.0,236,4,1.5,4317,45394,Automatic,4WD,USA,5,9.5,1.182
344,2006,Mazda,CX-50,SUV,Midsize SUV,Gasoline,24.0,31.0,223,4,1.5,4380,45720,Automatic,FWD,Japan,5,6.8,1.292
345,2005,Ram,1500,Truck,Midsize Truck,Gasoline,18.0,23.0,255,6,3.0,4235,39585,Automatic,FWD,USA,5,5.7,1.278
346,2007,Subaru,Tribeca,SUV,Midsize SUV,Gasoline,24.0,30.0,192,4,1.5,3997,49042,Automatic,AWD,Japan,5,8.8,1.25
347,2016,Tesla,Model 3,Sedan,Compact Luxury,Electric,,,391,0,0.0,3915,45933,Automatic,FWD,USA,5,10.0,
348,2016,Hyundai,Venue,SUV,Midsize SUV,Gasoline,24.0,29.0,216,6,2.9,4128,44759,Automatic,AWD,South Korea,5,9.0,1.208
349,2023,Volvo,V60,Wagon,Compact,Gasoline,29.0,35.0,121,3,0.9,3240,31323,Automatic,AWD,Sweden,5,5.6,1.207
350,2013,Subaru,Legacy,Sedan,Midsize,Gasoline,29.0,40.0,216,4,1.5,3735,29988,Automatic,AWD,Japan,4,5.9,1.379
351,2010,Volvo,S60,Sedan,Midsize,Electric,,,294,0,0.0,3390,34843,Automatic,RWD,Sweden,5,6.9,
352,2012,Ram,3500,Truck,Midsize Truck,Gasoline,20.0,24.0,288,4,1.5,4629,37743,Automatic,4WD,USA,5,7.2,1.2
353,2006,Dodge,Caliber,Hatchback,Compact,Gasoline,26.0,34.0,163,4,1.6,3343,22845,Automatic,RWD,USA,4,8.1,1.308
354,2011,Ram,ProMaster,Van,Compact,Gasoline,28.0,34.0,134,4,1.6,3341,25243,Automatic,RWD,USA,5,6.6,1.214
355,2007,GMC,Sierra,Truck,Midsize Truck,Gasoline,20.0,26.0,252,4,1.7,4781,41183,Manual,FWD,USA,3,7.2,1.3
356,2000,GMC,Typhoon,SUV,Midsize SUV,Gasoline,21.0,26.0,206,6,2.9,4068,44752,Automatic,AWD,USA,4,6.9,1.238
357,2008,Lexus,RX,SUV,Midsize SUV,Gasoline,24.0,32.0,228,4,1.7,4070,38303,Automatic,FWD,Japan,5,10.0,1.333
358,2012,Jeep,Compass,SUV,Midsize SUV,Gasoline,23.0,32.0,240,4,1.6,4201,45620,Manual,AWD,USA,3,9.1,1.391
359,2010,Lexus,LS,Sedan,Midsize,Gasoline,26.0,33.0,197,4,1.7,3332,30617,Manual,AWD,Japan,4,8.6,1.269
360,2017,Jeep,Wrangler,SUV,Midsize SUV,Gasoline,24.0,29.0,217,4,1.7,4267,55710,Automatic,4WD,USA,4,8.3,1.208
361,2013,Volvo,S60,Sedan,Midsize,Hybrid,41.0,53.0,181,4,1.7,3529,34878,Automatic,FWD,Sweden,4,7.0,1.293
